ID,SMILES,Name,HOMO,LUMO,Voc (V),Jsc (mA cm^2),FF,PCE(%),ref
787,O=C(C(/C1=C(C#N)/C#N)=C\C2=CC(CC(CCCC)CC)=C(C3=CC4=C(C(SC(C(S5)=C(CC(CCCC)CC)C=C5/C=C(/C6=C(C#N)\C#N)C(C7=C6C=CC=C7)=O)=C8)=C8[Si]4(CCCCCCCC)CCCCCCCC)S3)S2)C9=C1C=CC=C9,DINCNDTS,,,0.857,1.82,37.3,0.58,"Chen X, et al. Impact of end-capped groups on the properties of dithienosilole-based small molecules for solution-processed organic solar cells. Dyes and Pigments 147, 183-189 (2017)."
788,O=C(C1=C(C/2=O)C=CC=C1)C2=C\C3=CC(CC(CCCC)CC)=C(C4=CC5=C(C(SC(C(S6)=C(CC(CCCC)CC)C=C6/C=C(C7=O)\C(C8=C7C=CC=C8)=O)=C9)=C9[Si]5(CCCCCCCC)CCCCCCCC)S4)S3,DINDTS,,,0.799,13.5,61.2,6.6,"Chen X, et al. Impact of end-capped groups on the properties of dithienosilole-based small molecules for solution-processed organic solar cells. Dyes and Pigments 147, 183-189 (2017)."
789,CCCCC(CC)CSC(S1)=CC=C1C2=C3C(SC(C4=CC=C(C5=C6C(C(C7=C(CC(CCCCCC)CCCC)SC(CC(CCCC)CCCCCC)=C7C6=O)=O)=C(C8=CC=C([H])S8)S5)S4)=C3)=C(C9=CC=C(SCC(CC)CCCC)S9)C%10=C2SC([H])=C%10,PBT1-EH,,,0.932,13.35,71,8.664,"Xie D, et al. A new small molecule acceptor based on indaceno[2,1-b:6,5-b＊]dithiophene and thiophene-fused ending group for fullerene-free organic solar cells. Dyes and Pigments 148, 263-269 (2018)."
790,O=C(C(C1=CC=C(C2=CC(CCCCCC)=C(C3=C(CCCCCC)C=C([H])S3)S2)S1)=C4C5=C6C=CC=C5)N7C8=C4N6C(C(C9=CC=C(C%10=CC(CCCCCC)=C(C%11=C(CCCCCC)C=C(C%12=CC(N(CC(CCCCCCCCCC)CCCCCCCC)C%13=C%14SC([H])=C%13)=C%14S%12)S%11)S%10)S9)=C8C%15=C7C=CC=C%15)=O,P1,,,0.64,5.37,36,1.24,"Brebels J, et al. Low bandgap polymers based on bay-annulated indigo for organic photovoltaics: Enhanced sustainability in material design and solar cell fabrication. Organic Electronics 50, 264-272 (2017)."
791,O=C(C(C1=CC=C(C2=CC(CCCCCC)=C(C3=C(CCCCCC)C=C([H])S3)S2)S1)=C4C5=C6C=CC=C5)N7C8=C4N6C(C(C9=CC=C(C%10=CC(CCCCCC)=C(C%11=C(CCCCCC)C=C(C%12=CC(N(CC(CCCCCCCC)CCCCCC)C%13=C%14SC([H])=C%13)=C%14S%12)S%11)S%10)S9)=C8C%15=C7C=CC=C%15)=O,P2,,,0.82,6.67,44,2.41,"Brebels J, et al. Low bandgap polymers based on bay-annulated indigo for organic photovoltaics: Enhanced sustainability in material design and solar cell fabrication. Organic Electronics 50, 264-272 (2017)."
792,O=C(C(C1=CC=C(C2=CC(CCCCCC)=C(C3=C(CCCCCC)C=C([H])S3)S2)S1)=C4C5=C6C=CC=C5)N7C8=C4N6C(C(C9=CC=C(C%10=CC(CCCCCC)=C(C%11=C(CCCCCC)C=C(C%12=CC(N(C(C(CCCCCC)CCCC)=O)C%13=C%14SC([H])=C%13)=C%14S%12)S%11)S%10)S9)=C8C%15=C7C=CC=C%15)=O,P3,,,0.8,6.83,41,2.22,"Brebels J, et al. Low bandgap polymers based on bay-annulated indigo for organic photovoltaics: Enhanced sustainability in material design and solar cell fabrication. Organic Electronics 50, 264-272 (2017)."
793,N#CC(C1=NSN=C12)=CC=C2C3=CC4=C(C5=C([Si]4(CCCCCCCC)CCCCCCCC)C=C(C6=CC=C(C#N)C7=NSN=C67)S5)S3,BCNDTS,,,1.01,8.26,47,3.92,"Chen K-W, et al. Fluorination effects of A-D-A-type small molecules on physical property and the performance of organic solar cell. Organic Electronics 52, 342-349 (2018)."
794,CCCCCCC(OC1=C2SC([H])=C1)(CCCCCC)C3=C2C=C(C(CCCCCC)(CCCCCC)OC4=C5SC(C6=C7C(C(N(CCCCCCCC)C7=O)=O)=C([H])S6)=C4)C5=C3,PCO5PD,,,0.88,11.03,66.9,6.48,"Xiao Z, et al. A carbon-oxygen-bridged ladder-type building block for efficient donor and acceptor materials used in organic solar cells. Science Bulletin 62, 1331-1336 (2017)."
795,CCCCCCC(OC1=C2SC([H])=C1)(CCCCCC)C3=C2C=C(C(C4=C5SC(C6=C7C(C(N(CCCCCCCC)C7=O)=O)=C([H])S6)=C4)(CCCCCC)CCCCCC)C5=C3,PIDTTPD,,,0.9,10.12,45.8,4.15,"Xiao Z, et al. A carbon-oxygen-bridged ladder-type building block for efficient donor and acceptor materials used in organic solar cells. Science Bulletin 62, 1331-1336 (2017)."
796,[H]C(S1)=CC2=C1C(C3=CC(CCCCCCCC)=C(CCCCCCCC)S3)=C(C=C(C4=CC=C(C5=C(N=C(C6=CC(OCCCCCCCC)=CC=C6)C(C7=CC=CC(OCCCCCCCC)=C7)=N8)C8=C(C9=CC=C([H])S9)C=C5F)S4)S%10)C%10=C2C%11=CC(CCCCCCCC)=C(CCCCCCCC)S%11,PBDTTFTQ-DO,,,0.9,10.66,75.55,7.25,"Xiao B, et al. High efficiency organic solar cells based on amorphous electron-donating polymer and modified fullerene acceptor. Nano Energy 39, 478-488 (2017)."
797,CCC(CCCC)CC(S1)=CC=C1C2=C3C(C=C(C4=C5C(C(F)=C(C(OCC(CCCC)CC)=O)S5)=C(C(S6)=CC7=C6C(C8=CC=C(CC(CC)CCC)S8)=C(C=C(C9=C%10C(SC(C(OCC(CCCC)CC)=O)=C%10F)=C([H])S9)S%11)C%11=C7C%12=CC=C(CC(CC)CCCC)S%12)S4)S3)=C(C%13=CC=C(CC(CC)CCC)S%13)C%14=C2C=C([H])S%14,   r-PTB7-Th,,,0.83,17.91,74.1,11.17,"Yu J, et al. Boosting performance of inverted organic solar cells by using a planar coronene based electron-transporting layer. Nano Energy 39, 454-460 (2017)."
798,CCCCC(CC)CC(S1)=CC=C1C2=C3C(C=C(C4=C5C(C(F)=C(C(OCC(CC)CCCC)=O)S5)=C([H])S4)S3)=C(C6=CC=C(CC(CCCC)CC)S6)C7=C2C=C([H])S7,PTB7-Th,,,0.669,27.73,73,13.54,"Gao HH, et al. A New Nonfullerene Acceptor with Near Infrared Absorption for High Performance Ternary-Blend Organic Solar Cells with Efficiency over 13. Adv Sci (Weinh) 5, 1800307 (2018)."
799,CC1=CC(CCCCCCCCCCCCCC)=C(C2=CC3=C(S2)C=C(C4=C(CCCCCCCCCCCCCC)C=C(C)S4)S3)S1,PBTTT-C14,5.1,3.1,0.53,9.37,0.48,2.34,"Parmer, J. E.; Mayer, A. C.; Hardin, B. E.; Scully, S. R.; McGehee, M. D.; Heeney, M.; McCulloch, I. Organic Bulk Heterojunction Solar Cells Using poly(2,5-bis(3-Tetradecyllthiophen-2-ylthieno[3,2,-b] Thiophene. Appl. Phys. Lett. 2008, 92, 113309/1-3. "
800,O=C(C1=C2C(C3=C(C=C(C4=CC=C(C)S4)S5)C5=C26)=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O)=O)C7=C1C=C(C)S7)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C6=O,PNDTI-T,5.8,4,0.56,4.8,0.46,1.23,"Nakano, K.; Nakano, M.; Xiao, B.; Zhou, E.; Suzuki, K.; Osaka, I.; Takimiya, K.; Tajima, K. Naphthodithiophene Diimide-Based Copolymers: Ambipolar Semiconductors in Field-Effect Transistors and Electron Acceptors with Near-Infrared Response in Polymer Blend Solar Cells. Macromolecules 2016, 49, 1752每1760. "
801,O=C(C1=C2C(C3=C(C=C(C4=CC5=C(C=C(C)S5)S4)S6)C6=C27)=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O)=O)C8=C1C=C(C)S8)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C7=O,PNDTI-TT,5.7,4.1,0.62,6.4,0.5,2.07,"Nakano, K.; Nakano, M.; Xiao, B.; Zhou, E.; Suzuki, K.; Osaka, I.; Takimiya, K.; Tajima, K. Naphthodithiophene Diimide-Based Copolymers: Ambipolar Semiconductors in Field-Effect Transistors and Electron Acceptors with Near-Infrared Response in Polymer Blend Solar Cells. Macromolecules 2016, 49, 1752每1760. "
802,O=C(C1=C2C(C3=C(C=C(C4=CC5=C(C(SC(C)=C6)=C6S5)S4)S7)C7=C28)=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O)=O)C9=C1C=C(C)S9)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C8=O,PNDTI-DTT,5.6,4,0.66,9.6,0.51,3.28,"Nakano, K.; Nakano, M.; Xiao, B.; Zhou, E.; Suzuki, K.; Osaka, I.; Takimiya, K.; Tajima, K. Naphthodithiophene Diimide-Based Copolymers: Ambipolar Semiconductors in Field-Effect Transistors and Electron Acceptors with Near-Infrared Response in Polymer Blend Solar Cells. Macromolecules 2016, 49, 1752每1760. "
803,O=C(C1=C2C(C3=C(C=C(C4=CC=C(C5=CC=C(C)S5)S4)S6)C6=C27)=C(C(N(CC(CCCCCCCCCC)CCCCCCCCCCCC)C3=O)=O)C8=C1C=C(C)S8)N(CC(CCCCCCCCCCCC)CCCCCCCCCC)C7=O,PNDTI-BT,5.6,4.1,0.66,8.1,0.49,2.6,"Nakano, K.; Nakano, M.; Xiao, B.; Zhou, E.; Suzuki, K.; Osaka, I.; Takimiya, K.; Tajima, K. Naphthodithiophene Diimide-Based Copolymers: Ambipolar Semiconductors in Field-Effect Transistors and Electron Acceptors with Near-Infrared Response in Polymer Blend Solar Cells. Macromolecules 2016, 49, 1752每1760. "
804,CC(S1)=CC2=C1C(C3=CC=C(CC(CC)CCCC)S3)=C(C=C(C4=C5C(C(F)=C(C(OCC(CC)CCCC)=O)S5)=C(C)S4)S6)C6=C2C7=CC=C(CC(CCCC)CC)S7,PBDTT-TT,5.3,3.17,0.77,14.99,0.639,7.42,"Cui, C.; Wong, W.-Y.; Li, Y. Improvement of Open-Circuit Voltage and Photovoltaic Properties of 2D-Conjugated Polymers by Alkylthio Substitution. Energy Environ. Sci. 2014, 7, 2276每2284. "
805,CC(S1)=CC2=C1C(C3=CC=C(OCC(CC)CCCC)S3)=C(C=C(C4=C5C(C(F)=C(C(OCC(CC)CCCC)=O)S5)=C(C)S4)S6)C6=C2C7=CC=C(OCC(CCCC)CC)S7,PBDTT-O-TT,5.18,3.15,0.73,15.17,0.644,7.1,"Cui, C.; Wong, W.-Y.; Li, Y. Improvement of Open-Circuit Voltage and Photovoltaic Properties of 2D-Conjugated Polymers by Alkylthio Substitution. Energy Environ. Sci. 2014, 7, 2276每2284. "
806,CC(S1)=CC2=C1C(C3=CC=C(SCC(CC)CCCC)S3)=C(C=C(C4=C5C(C(F)=C(C(OCC(CC)CCCC)=O)S5)=C(C)S4)S6)C6=C2C7=CC=C(SCC(CCCC)CC)S7,PBDTT-S-TT,5.41,3.27,0.84,15.32,0.655,8.42,"Cui, C.; Wong, W.-Y.; Li, Y. Improvement of Open-Circuit Voltage and Photovoltaic Properties of 2D-Conjugated Polymers by Alkylthio Substitution. Energy Environ. Sci. 2014, 7, 2276每2284. "
807,CC(S1)=CC2=C1C(C3=CC=C(SCCCCCCCC)S3)=C(C=C(C4=C5C(C(F)=C(C(OCC(CC)CCCC)=O)S5)=C(C)S4)S6)C6=C2C7=CC=C(SCCCCCCCC)S7,PBDT-TS1,5.33,3.52,0.8,17.37,0.661,9.48,"Ye, L.; Zhang, S.; Zhao, W.; Yao, H.; Hou, J. Highly Efficient 2D-Conjugated Benzodithiophene-Based Photovoltaic Polymer with Linear Alkylthio Side Chain. Chem. Mater. 2014, 26, 3603每3605. "
808,CC1=CC=C(C2=C(CC(CCCCCCCC)CCCCCCCCCC)C=C(C3=CC=C(C4=CC(CC(CCCCCCCCCC)CCCCCCCC)=C(C5=CC=C(C)S5)S4)C6=NSN=C63)S2)S1,PBTz4T,5.07,3.53,0.74,5.6,0.63,2.6,"Osaka, I.; Shimawaki, M.; Mori, H.; Doi, I.; Miyazaki, E.; Koganezawa, T.; Takimiya, K. Synthesis, Characterization, and Transistor and Solar Cell Applications of a Naphthobisthiadiazole-Based Semiconducting Polymer. J. Am. Chem. Soc. 2012, 134, 3498每3507. "
809,CC(S1)=C(CC(CCCCCCCC)CCCCCC)C=C1C2=CC(C3=NSN=C34)=C(C5=NSN=C52)C=C4C6=CC(CC(CCCCCC)CCCCCCCC)=C(S6)C7=CC8=C(C9=CC(CCCCCCCCCCCC)=C(C=C(C)S%10)C%10=C9C=C8CCCCCCCCCCCC)S7,PNNT12HD,5.22,3.54,0.82,15.6,0.64,8.2,"Osaka, I.; Kakara, T.; Takemura, N.; Koganezawa, T.; Takimiya, K. Naphthodithiophene-Naphthobisthiadiazole Copolymers for Solar Cells: Alkylation Drives the Polymer Backbone Flat and Promotes Efficiency. J. Am. Chem. Soc. 2013, 135, 8834每8837. "
810,CC(S1)=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)C=C1C2=CC(C3=NSN=C34)=C(C5=NSN=C52)C=C4C6=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S6)C7=CC8=C(C9=CC(CCCCCCCCCCCC)=C(C=C(C)S%10)C%10=C9C=C8CCCCCCCCCCCC)S7,PNNT12DT,5.22,3.54,0.86,7.3,0.65,4.1,"Osaka, I.; Kakara, T.; Takemura, N.; Koganezawa, T.; Takimiya, K. Naphthodithiophene-Naphthobisthiadiazole Copolymers for Solar Cells: Alkylation Drives the Polymer Backbone Flat and Promotes Efficiency. J. Am. Chem. Soc. 2013, 135, 8834每8837. "
811,CC(S1)=C(CC(CCCCCCCCCCCC)CCCCCCCCCC)C=C1C2=CC(C3=NSN=C34)=C(C5=NSN=C52)C=C4C6=CC(CC(CCCCCCCCCC)CCCCCCCCCCCC)=C(S6)C7=CC8=C(C9=CC=C(C=C(C)S%10)C%10=C9C=C8)S7,PNNTDT,5.25,3.54,0.83,12.3,0.54,5.5,"Osaka, I.; Kakara, T.; Takemura, N.; Koganezawa, T.; Takimiya, K. Naphthodithiophene-Naphthobisthiadiazole Copolymers for Solar Cells: Alkylation Drives the Polymer Backbone Flat and Promotes Efficiency. J. Am. Chem. Soc. 2013, 135, 8834每8837. "
812,CC1=CC2=CC=C(C(C=C3)=C2S1)C4=C3C=C(S4)C5=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C6=CC=C(C7=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C)S7)C8=NSN=C68)S5,PNDT3BTz-DT,5.15,3.45,0.7,8.4,0.64,3.8,"Osaka, I.; Abe, T.; Shimawaki, M.; Koganezawa, T.; Takimiya, K.Naphthodithiophene-Based Donor-Acceptor Polymers: Versatile Semiconductors for OFETs and OPVs. ACS Macro Lett. 2012, 1, 437每440. "
813,CC1=CC2=CC=C(C(C=C3)=C2S1)C4=C3C=C(S4)C5=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C6=CC(C7=NSN=C7C(C8=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C)S8)=C9)=C9C%10=NSN=C6%10)S5,PNDT3NTz-DT,5.25,3.65,0.83,11.3,0.52,4.9,"Osaka, I.; Abe, T.; Shimawaki, M.; Koganezawa, T.; Takimiya, K.Naphthodithiophene-Based Donor-Acceptor Polymers: Versatile Semiconductors for OFETs and OPVs. ACS Macro Lett. 2012, 1, 437每440. "
814,CC1=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C2=CC(C3=NSN=C3C(C4=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C5=CC(F)=C(C6=C(F)C=C(C)S6)S5)S4)=C7)=C7C8=NSN=C82)S1,PNTz4TF2,5.38,3.53,0.82,19.3,0.67,10.5,"Kawashima, K.; Fukuhara, T.; Suda, Y.; Suzuki, Y.; Koganezawa, T.; Yoshida, H.; Ohkita, H.; Osaka, I.; Takimiya, K. Implication of Fluorine Atom on Electronic Properties, Ordering Structures, and Photovoltaic Performance in Naphthobisthiadiazole-Based Semiconducting Polymers. J. Am. Chem. Soc. 2016, 138, 10265每10275. "
815,CC1=C(CC(CCCCCCCCCC)CCCCCCCCCCCC)C=C(C2=CC(C3=NSN=C3C(C4=CC(CC(CCCCCCCCCCCC)CCCCCCCCCC)=C(C5=C(F)C(F)=C(C6=C(F)C(F)=C(C)S6)S5)S4)=C7)=C7C8=NSN=C82)S1,PNTz4TF4,5.49,3.56,0.93,10.5,0.66,6.5,"Kawashima, K.; Fukuhara, T.; Suda, Y.; Suzuki, Y.; Koganezawa, T.; Yoshida, H.; Ohkita, H.; Osaka, I.; Takimiya, K. Implication of Fluorine Atom on Electronic Properties, Ordering Structures, and Photovoltaic Performance in Naphthobisthiadiazole-Based Semiconducting Polymers. J. Am. Chem. Soc. 2016, 138, 10265每10275. "
816,CC(S1)=CC2=C1C(C3=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S3)=C(C=C(C4=C(CCCCCC)C=C(C5=CC=C(C6=CC(CCCCCC)=C(C)S6)C7=NSN=C57)S4)S8)C8=C2C9=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S9,PBDT-DTBT,5.26,3.1,1,5.8,0.346,2.11,"Wang, M.; Hu, X.; Liu, P.; Li, W.; Gong, X.; Huang, F.; Cao, Y. Donor-Acceptor Conjugated Polymer Based on naphtho[1,2-c:5,6-c]bis[1,2,5]thiadiazole for HighPerformance Polymer Solar Cells. J. Am. Chem. Soc. 2011, 133, 9638每9641. "
817,CC(S1)=CC2=C1C(C3=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S3)=C(C=C(C4=C(CCCCCC)C=C(C5=CC6=C(C=C(C7=CC(CCCCCC)=C(C)S7)C8=NSN=C86)C9=NSN=C59)S4)S%10)C%10=C2C%11=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S%11,PBDT-DTNT,5.19,3.26,0.8,11.71,0.61,6,"Wang, M.; Hu, X.; Liu, P.; Li, W.; Gong, X.; Huang, F.; Cao, Y. Donor-Acceptor Conjugated Polymer Based on naphtho[1,2-c:5,6-c]bis[1,2,5]thiadiazole for HighPerformance Polymer Solar Cells. J. Am. Chem. Soc. 2011, 133, 9638每9641. "
818,CC1=CC(CC(CCCC)CC)=C(C2=NC(SC(C3=C(CC(CCCC)CC)C=C(C4=C(CC(CCCCCC)CCCC)C=C(C5=CC(C6=NSN=C6C(C7=CC(CC(CCCCCC)CCCC)=C(C)S7)=C8)=C8C9=NSN=C95)S4)S3)=N%10)=C%10S2)S1,PTzNTz-EHBO,5.41,3.45,0.84,16,0.67,9,"Saito, M.; Osaka, I.; Suzuki, Y.; Takimiya, K.; Okabe, T.; Ikeda, S.; Asano, T. Highly Efficient and Stable Solar Cells Based on Thiazolothiazole and Naphthobisthiadiazole Copolymers. Sci. Rep. 2015, 5, 14202/1每9. "
819,CC1=CC(CC(CCCC)CC)=C(C2=NC(SC(C3=C(CC(CCCC)CC)C=C(C4=C(CC(CCCCCC)CCCCCCCC)C=C(C5=CC(C6=NSN=C6C(C7=CC(CC(CCCCCC)CCCCCCCC)=C(C)S7)=C8)=C8C9=NSN=C95)S4)S3)=N%10)=C%10S2)S1,PTzNTz-EHHD,5.4,3.46,0.84,15.6,0.67,8.8,"Saito, M.; Osaka, I.; Suzuki, Y.; Takimiya, K.; Okabe, T.; Ikeda, S.; Asano, T. Highly Efficient and Stable Solar Cells Based on Thiazolothiazole and Naphthobisthiadiazole Copolymers. Sci. Rep. 2015, 5, 14202/1每9. "
820,CC1=CC(CC(CCCC)CCCCCC)=C(C2=NC(SC(C3=C(CC(CCCC)CCCCCC)C=C(C4=C(CC(CCCCCC)CCCC)C=C(C5=CC(C6=NSN=C6C(C7=CC(CC(CCCCCC)CCCC)=C(C)S7)=C8)=C8C9=NSN=C95)S4)S3)=N%10)=C%10S2)S1,PTzNTz-BOBO,5.4,3.46,0.84,16.6,0.63,8.8,"Saito, M.; Osaka, I.; Suzuki, Y.; Takimiya, K.; Okabe, T.; Ikeda, S.; Asano, T. Highly Efficient and Stable Solar Cells Based on Thiazolothiazole and Naphthobisthiadiazole Copolymers. Sci. Rep. 2015, 5, 14202/1每9. "
821,CC1=CC(CC(CCCC)CCCCCC)=C(C2=NC(SC(C3=C(CC(CCCC)CCCCCC)C=C(C4=C(CC(CCCCCC)CCCCCCCC)C=C(C5=CC(C6=NSN=C6C(C7=CC(CC(CCCCCC)CCCCCCCC)=C(C)S7)=C8)=C8C9=NSN=C95)S4)S3)=N%10)=C%10S2)S1,PTzNTz-BOHD,5.41,3.44,0.84,9.8,0.63,5.2,"Saito, M.; Osaka, I.; Suzuki, Y.; Takimiya, K.; Okabe, T.; Ikeda, S.; Asano, T. Highly Efficient and Stable Solar Cells Based on Thiazolothiazole and Naphthobisthiadiazole Copolymers. Sci. Rep. 2015, 5, 14202/1每9. "
822,CC1=CC=C(C(C=CC(C2=CC(CCCCCCCCCCCC)=C(C3=CC=C(C4=CC(C5=NSN=C5C(C6=CC=C(C7=C(CCCCCCCCCCCC)C=C(C)S7)S6)=C8)=C8C9=NSN=C94)S3)S2)=C%10)=C%10C%11(CCCCCCCC)CCCCCCCC)C%11=C1,PF-C12NT,5.47,3.79,0.87,12.19,0.614,6.51,"Liu, L. Q.; Zhang, G. C.; Liu, P.; Zhang, J.; Dong, S.; Wang, M.; Ma, Y. G.; Yip, H. L.; Huang, F. Donor-Acceptor-Type Copolymers Based on a naphtho[1,2-c:5,6-c]bis(1,2,5-Thiadiazole Scaffold for High-Efficiency Polymer Solar Cells. Chem. -Asian J. 2014, 9, 2104每2112. "
823,CC1=CC=C(C(C=CC(C2=CC(CCCCCCCCCCCC)=C(C3=CC=C(C4=CC(C5=NSN=C5C(C6=CC=C(C7=C(CCCCCCCCCCCC)C=C(C)S7)S6)=C8)=C8C9=NSN=C94)S3)S2)=C%10)=C%10/C%11=C(CC(CCCCCCCC)CCCCCC)/CCCCCCCCCCCC)C%11=C1,PAF-C12NT,5.4,3.85,0.69,8.45,0.625,3.64,"Liu, L. Q.; Zhang, G. C.; Liu, P.; Zhang, J.; Dong, S.; Wang, M.; Ma, Y. G.; Yip, H. L.; Huang, F. Donor-Acceptor-Type Copolymers Based on a naphtho[1,2-c:5,6-c]bis(1,2,5-Thiadiazole Scaffold for High-Efficiency Polymer Solar Cells. Chem. -Asian J. 2014, 9, 2104每2112. "
824,CC1=CC=C(C(C=CC(C2=CC(CCCCCCCCCCCC)=C(C3=CC=C(C4=CC(C5=NSN=C5C(C6=CC=C(C7=C(CCCCCCCCCCCC)C=C(C)S7)S6)=C8)=C8C9=NSN=C94)S3)S2)=C%10)=C%10N%11C(CCCCCCCC)CCCCCCCC)C%11=C1,PCz-C12NT,5.35,3.72,0.76,11.31,0.564,4.85,"Liu, L. Q.; Zhang, G. C.; Liu, P.; Zhang, J.; Dong, S.; Wang, M.; Ma, Y. G.; Yip, H. L.; Huang, F. Donor-Acceptor-Type Copolymers Based on a naphtho[1,2-c:5,6-c]bis(1,2,5-Thiadiazole Scaffold for High-Efficiency Polymer Solar Cells. Chem. -Asian J. 2014, 9, 2104每2112. "
825,CC1=CC(CCCCCCCCCCCC)=C(S1)C(S2)=CC=C2C3=CC(C4=NSN=C45)=C(C6=NSN=C63)C=C5C7=CC=C(S7)C(S8)=C(CCCCCCCCCCCC)C=C8C9=CC(C(C%10=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S%10)=C(SC(C)=C%11)C%11=C%12C%13=CC(CCCCCCCCCC)=C(CCCCCCCCCC)S%13)=C%12S9,PBDT-C12NT,5.19,3.68,0.68,10.74,0.685,5,"Liu, L. Q.; Zhang, G. C.; Liu, P.; Zhang, J.; Dong, S.; Wang, M.; Ma, Y. G.; Yip, H. L.; Huang, F. Donor-Acceptor-Type Copolymers Based on a naphtho[1,2-c:5,6-c]bis(1,2,5-Thiadiazole Scaffold for High-Efficiency Polymer Solar Cells. Chem. -Asian J. 2014, 9, 2104每2112. "
826,CC1=CC(CCCCCCCCCCCC)=C(C2=CC=C(C3=CC=C(C4=C(CCCCCCCCCCCC)C=C(C)S4)S3)S2)S1,PQT-12,5.1,3.1,0.61,4.31,0.44,1.15,"Moul谷, a J.; Allard, S.; Moul谷, A. J.; Kronenberg, N. M.; Allard, S.; Tsami, A.; Kronenberg, N. M.; Tsami, A.; Scherf, U.; Scherf, U.; Meerholz, K.; Meerholz, K. Effect of Polymer Nanoparticle Formation on the Efficiency of Polythiophene Based ※BulkHeterojunction§ Solar Cells. J. Phys. Chem. C 2008, 112, 12583每12589. "
827,CC1=CC2=C(C(C3=CC(OCC(CCCC)CC)=CC=C3)=C(C=C(C4=C(CC(CC)CCCC)C=C(C5=CC6=C(C=C(C7=CC(CC(CC)CCCC)=C(C)S7)C8=NSN=C86)C9=NSN=C59)S4)S%10)C%10=C2C%11=CC(OCC(CC)CCCC)=CC=C%11)S1,PN1,5.39,3.75,0.85,8.65,0.378,2.78,"Liu, L.; Zhang, G.; He, B.; Huang, F. Polymer Solar Cells Based on the Copolymers of Naphtho[1,2-c:5,6-c]bis(1,2,5-Thiadiazole and Alkoxylphenyl Substituted Benzodithiophene with High Open-Circuit Voltages. Chinese J. Chem. 2015, 33, 902每908. "
828,CC1=CC(C(C2=CC=C(CCCCCCCC)C=C2)(C3=CC=C(CCCCCCCC)C=C3)C4=CC(C(SC(C5=C(C[C@H](CCCC)CC)C=C(C6=CC7=C(C=C(C8=CC(C[C@H](CC)CCCC)=C(C)S8)C9=NSN=C97)C%10=NSN=C6%10)S5)=C%11)=C%11C%12(C%13=CC=C(CCCCCCCC)C=C%13)C%14=CC=C(CCCCCCCC)C=C%14)=C%12C=C4%15)=C%15S1,PIDT-EHNT,5.48,3.79,0.86,4.33,0.4,1.49,"Wang, M.; Hu, X.; Liu, P.; Li, W.; Gong, X.; Huang, F.; Cao, Y. Design and Synthesis of Copolymers of Indacenodithiophene and Naphtho[1,2?c:5,6?c]bis(1,2,5-thiadiazole for Polymer Solar Cells. Macromolecules 2013, 46, 3950?3958. "
829,CC1=CC(C(C2=CC=C(CCCCCCCC)C=C2)(C3=CC=C(CCCCCCCC)C=C3)C4=CC(C(SC(C5=C(CCCCCC)C=C(C6=CC7=C(C=C(C8=CC(CCCCCC)=C(C)S8)C9=NSN=C97)C%10=NSN=C6%10)S5)=C%11)=C%11C%12(C%13=CC=C(CCCCCCCC)C=C%13)C%14=CC=C(CCCCCCCC)C=C%14)=C%12C=C4%15)=C%15S1,PIDT-DTNT,5.48,3.83,0.8,8.26,0.45,2.97,"Wang, M.; Hu, X.; Liu, P.; Li, W.; Gong, X.; Huang, F.; Cao, Y. Design and Synthesis of Copolymers of Indacenodithiophene and Naphtho[1,2?c:5,6?c]bis(1,2,5-thiadiazole for Polymer Solar Cells. Macromolecules 2013, 46, 3950?3958. "
